Time,Depth,Conductivity,Temperature
06/14/2023 05:52:22,-10.1,41.42,16.87
06/14/2023 05:52:23,-10.1,41.59,16.89
06/14/2023 05:52:24,-10.16,40.52,16.93
06/14/2023 05:52:25,-10.13,40.35,17.16
06/14/2023 05:52:26,-10.16,41.05,17.43
06/14/2023 05:52:27,-10.19,40.52,17.67
06/14/2023 05:52:28,-10.19,40.34,17.89
06/14/2023 05:52:29,-10.13,40.7,18.08
06/14/2023 05:52:30,-10.16,40.88,18.22
06/14/2023 05:52:31,-10.19,40.34,18.36
06/14/2023 05:52:32,-10.16,40.69,18.49
06/14/2023 05:52:33,-10.16,40.53,18.59
06/14/2023 05:52:34,-10.16,40.52,18.68
06/14/2023 05:52:35,-10.13,39.82,18.78
06/14/2023 05:52:36,-10.19,40.88,18.86
06/14/2023 05:52:37,-10.16,40.17,18.96
06/14/2023 05:52:38,-10.19,40.69,19.03
06/14/2023 05:52:39,-10.13,41.04,19.06
06/14/2023 05:52:40,-10.16,40.88,18.78
06/14/2023 05:52:41,-10.13,36.61,18.49
06/14/2023 05:52:42,-10.19,18.94,18.27
06/14/2023 05:52:43,-10.19,19.81,18.08
06/14/2023 05:52:44,-10.13,20.16,17.94
06/14/2023 05:52:45,-10.16,19.46,17.82
06/14/2023 05:52:46,-10.16,27.75,17.75
06/14/2023 05:52:47,-10.19,25.8,17.69
06/14/2023 05:52:48,-10.1,23.86,17.67
06/14/2023 05:52:48,-10.22,22.63,17.6
06/14/2023 05:52:49,-10.16,138.4,17.52
06/14/2023 05:52:50,-10.13,148.0,17.53
06/14/2023 05:52:51,-10.19,154.7,17.53
06/14/2023 05:52:52,-10.16,151.9,17.44
06/14/2023 05:52:53,-10.1,152.1,17.3
06/14/2023 05:52:54,-10.04,152.1,16.04
06/14/2023 05:52:55,-9.98,151.9,15.54
06/14/2023 05:52:56,-10.01,151.7,15.28
06/14/2023 05:52:57,-10.04,151.4,15.12
06/14/2023 05:52:58,-10.1,151.2,15.02
06/14/2023 05:52:59,-10.13,151.5,14.97
06/14/2023 05:53:00,-10.04,151.6,14.94
06/14/2023 05:53:01,-9.83,151.0,14.93
06/14/2023 05:53:02,-9.86,150.8,14.91
06/14/2023 05:53:03,-9.86,150.8,14.85
06/14/2023 05:53:04,-9.92,149.6,14.78
06/14/2023 05:53:05,-9.86,149.9,14.74
06/14/2023 05:53:06,-9.86,149.3,14.69
06/14/2023 05:53:07,-9.89,149.9,14.66
06/14/2023 05:53:08,-9.83,149.2,14.7
06/14/2023 05:53:09,-9.92,149.3,14.77
06/14/2023 05:53:10,-9.89,150.4,14.77
06/14/2023 05:53:11,-9.86,149.9,14.74
06/14/2023 05:53:12,-9.92,150.1,14.73
06/14/2023 05:53:13,-9.83,150.2,14.72
06/14/2023 05:53:14,-9.86,150.1,14.72
06/14/2023 05:53:15,-9.92,150.6,14.71
06/14/2023 05:53:16,-9.83,150.6,14.71
06/14/2023 05:53:17,-9.98,149.9,14.72
06/14/2023 05:53:18,-10.04,150.1,14.73
06/14/2023 05:53:19,-10.01,149.7,14.76
06/14/2023 05:53:20,-9.71,149.3,14.72
06/14/2023 05:53:21,-9.68,148.2,14.58
06/14/2023 05:53:23,-9.65,147.8,14.48
06/14/2023 05:53:24,-9.62,148.0,14.52
06/14/2023 05:53:25,-9.59,148.4,14.58
06/14/2023 05:53:26,-9.65,149.1,14.61
06/14/2023 05:53:27,-9.65,148.7,14.61
06/14/2023 05:53:28,-9.62,149.1,14.61
06/14/2023 05:53:29,-9.62,149.0,14.65
06/14/2023 05:53:30,-9.62,149.1,14.65
06/14/2023 05:53:31,-9.65,147.8,14.65
06/14/2023 05:53:32,-9.65,147.6,14.62
06/14/2023 05:53:33,-9.65,147.5,14.59
06/14/2023 05:53:34,-9.65,147.3,14.56
06/14/2023 05:53:35,-9.65,147.1,14.53
06/14/2023 05:53:36,-9.59,146.7,14.5
06/14/2023 05:53:37,-9.62,146.1,14.5
06/14/2023 05:53:38,-9.25,143.7,14.27
06/14/2023 05:53:39,-8.89,142.6,13.53
06/14/2023 05:53:40,-8.56,139.1,13.14
06/14/2023 05:53:41,-8.29,137.2,12.64
06/14/2023 05:53:42,-7.98,136.7,11.95
06/14/2023 05:53:43,-7.59,135.9,11.52
06/14/2023 05:53:44,-7.29,134.6,11.25
06/14/2023 05:53:45,-6.84,133.1,10.83
06/14/2023 05:53:46,-6.41,133.1,10.48
06/14/2023 05:53:47,-5.96,132.0,10.3
06/14/2023 05:53:48,-5.53,130.8,10.07
06/14/2023 05:53:49,-5.17,129.4,9.82
06/14/2023 05:53:50,-4.63,127.8,9.56
06/14/2023 05:53:51,-4.23,125.2,9.18
06/14/2023 05:53:52,-3.69,123.7,8.67
06/14/2023 05:53:53,-3.36,123.9,8.27
06/14/2023 05:53:54,-2.84,121.9,8.04
06/14/2023 05:53:55,-2.39,120.4,7.77
06/14/2023 05:53:55,-1.85,118.7,7.3
06/14/2023 05:53:56,-1.66,118.4,6.95
06/14/2023 05:53:57,-1.27,117.6,6.69
06/14/2023 05:53:58,-0.67,115.8,6.42
06/14/2023 05:53:59,-0.21,114.5,6.01
06/14/2023 05:54:00,0.3,114.3,5.72
06/14/2023 05:54:01,0.69,113.4,5.55
06/14/2023 05:54:02,1.09,113.6,5.42
06/14/2023 05:54:03,1.63,113.9,5.34
06/14/2023 05:54:04,2.15,114.3,5.3
06/14/2023 05:54:05,2.75,114.3,5.28
06/14/2023 05:54:06,3.21,114.1,5.26
06/14/2023 05:54:07,3.78,114.5,5.24
06/14/2023 05:54:08,4.35,114.5,5.21
06/14/2023 05:54:09,4.93,114.9,5.2
06/14/2023 05:54:10,5.35,114.1,5.16
06/14/2023 05:54:11,5.75,114.9,5.14
06/14/2023 05:54:12,6.32,115.1,5.13
06/14/2023 05:54:13,6.71,115.4,5.14
06/14/2023 05:54:14,7.2,115.2,5.14
06/14/2023 05:54:15,7.71,115.2,5.13
06/14/2023 05:54:16,8.19,115.6,5.14
06/14/2023 05:54:17,8.56,115.6,5.12
06/14/2023 05:54:18,9.22,115.6,5.12
06/14/2023 05:54:19,9.8,115.0,5.11
06/14/2023 05:54:20,10.28,114.9,5.1
06/14/2023 05:54:21,10.83,115.4,5.08
06/14/2023 05:54:23,11.79,115.8,5.06
06/14/2023 05:54:24,12.25,115.6,5.06
06/14/2023 05:54:25,12.67,115.6,5.05
06/14/2023 05:54:26,13.22,115.6,5.05
06/14/2023 05:54:27,13.79,115.2,5.04
06/14/2023 05:54:28,14.18,115.4,5.04
06/14/2023 05:54:29,14.64,114.9,5.04
06/14/2023 05:54:30,15.0,114.7,5.03
06/14/2023 05:54:31,15.39,115.1,5.03
06/14/2023 05:54:32,15.66,115.4,5.02
06/14/2023 05:54:33,16.12,115.4,5.02
06/14/2023 05:54:34,16.57,115.2,5.02
06/14/2023 05:54:35,17.0,115.6,5.03
06/14/2023 05:54:36,17.51,115.4,5.03
06/14/2023 05:54:37,17.9,115.8,5.04
06/14/2023 05:54:38,18.27,115.4,5.04
06/14/2023 05:54:39,18.78,115.6,5.04
06/14/2023 05:54:40,19.08,115.3,5.03
06/14/2023 05:54:41,19.54,115.6,5.03
06/14/2023 05:54:42,20.02,115.6,5.03
06/14/2023 05:54:43,20.47,115.6,5.01
06/14/2023 05:54:44,20.81,116.0,5.02
06/14/2023 05:54:45,21.29,116.0,5.02
06/14/2023 05:54:46,21.74,116.2,5.01
06/14/2023 05:54:47,22.11,116.2,5.01
06/14/2023 05:54:48,22.44,115.8,5.01
06/14/2023 05:54:49,22.98,115.6,5.01
06/14/2023 05:54:50,23.41,116.0,5.01
06/14/2023 05:54:51,23.83,116.3,5.0
06/14/2023 05:54:52,24.28,116.4,5.0
06/14/2023 05:54:53,24.62,116.3,5.0
06/14/2023 05:54:54,25.07,115.8,5.0
06/14/2023 05:54:55,25.49,116.4,4.99
06/14/2023 05:54:56,25.95,116.7,5.0
06/14/2023 05:54:57,26.34,116.4,5.0
06/14/2023 05:54:58,26.76,116.5,4.99
06/14/2023 05:54:59,27.19,116.5,5.0
06/14/2023 05:55:00,27.58,116.6,4.99
06/14/2023 05:55:01,28.06,116.9,5.0
06/14/2023 05:55:02,28.52,116.7,4.99
06/14/2023 05:55:03,28.94,116.6,4.98
06/14/2023 05:55:04,29.3,116.2,5.0
06/14/2023 05:55:05,29.76,117.3,4.99
06/14/2023 05:55:06,30.18,117.5,4.99
06/14/2023 05:55:06,30.63,117.7,5.0
06/14/2023 05:55:07,31.12,117.5,4.99
06/14/2023 05:55:08,31.18,117.3,4.99
06/14/2023 05:55:09,31.45,117.5,5.0
06/14/2023 05:55:10,31.48,117.5,4.99
06/14/2023 05:55:11,31.45,117.7,5.0
06/14/2023 05:55:12,31.45,117.5,4.99
06/14/2023 05:55:13,31.45,117.1,4.99
06/14/2023 05:55:14,31.42,117.7,4.99
06/14/2023 05:55:15,31.45,117.5,5.0
06/14/2023 05:55:16,31.45,117.5,4.99
06/14/2023 05:55:17,31.45,117.7,4.99
06/14/2023 05:55:18,31.45,117.5,4.99
06/14/2023 05:55:19,31.33,117.5,4.99
06/14/2023 05:55:20,31.06,117.3,4.98
06/14/2023 05:55:21,30.54,117.5,4.99
06/14/2023 05:55:23,29.55,117.3,4.99
06/14/2023 05:55:24,29.12,117.1,4.99
06/14/2023 05:55:25,28.82,115.9,4.99
06/14/2023 05:55:26,28.4,115.9,4.99
06/14/2023 05:55:27,28.0,116.6,4.98
06/14/2023 05:55:28,27.55,116.2,4.98
06/14/2023 05:55:29,27.1,116.4,4.99
06/14/2023 05:55:30,26.7,116.0,4.99
06/14/2023 05:55:31,26.25,116.4,4.99
06/14/2023 05:55:32,25.92,116.2,4.98
06/14/2023 05:55:33,25.34,116.2,4.99
06/14/2023 05:55:34,24.92,116.2,4.99
06/14/2023 05:55:35,24.37,116.0,4.99
06/14/2023 05:55:36,23.92,115.7,4.99
06/14/2023 05:55:37,23.56,116.0,4.99
06/14/2023 05:55:38,23.04,116.0,4.99
06/14/2023 05:55:39,22.59,115.5,4.99
06/14/2023 05:55:40,22.26,115.6,5.0
06/14/2023 05:55:41,21.83,115.3,5.0
06/14/2023 05:55:42,21.41,115.6,5.0
06/14/2023 05:55:43,21.02,115.1,5.0
06/14/2023 05:55:44,20.62,115.5,5.0
06/14/2023 05:55:45,20.26,114.9,5.0
06/14/2023 05:55:46,19.93,115.5,5.01
06/14/2023 05:55:47,19.63,114.8,5.02
06/14/2023 05:55:48,19.41,115.1,5.01
06/14/2023 05:55:49,18.99,115.1,5.02
06/14/2023 05:55:50,18.6,114.9,5.02
06/14/2023 05:55:51,18.14,115.3,5.02
06/14/2023 05:55:52,17.69,115.7,5.03
06/14/2023 05:55:53,17.36,115.3,5.03
06/14/2023 05:55:54,16.97,115.3,5.03
06/14/2023 05:55:55,16.63,115.5,5.03
06/14/2023 05:55:56,16.15,115.3,5.04
06/14/2023 05:55:57,15.79,115.5,5.03
06/14/2023 05:55:58,15.51,115.3,5.04
06/14/2023 05:55:59,15.09,115.1,5.04
06/14/2023 05:56:00,14.64,115.1,5.03
06/14/2023 05:56:01,14.3,114.8,5.04
06/14/2023 05:56:02,13.85,114.8,5.03
06/14/2023 05:56:03,13.46,115.3,5.03
06/14/2023 05:56:04,13.06,114.8,5.03
06/14/2023 05:56:05,12.55,115.0,5.03
06/14/2023 05:56:06,12.16,115.0,5.04
06/14/2023 05:56:07,11.76,114.9,5.04
06/14/2023 05:56:08,11.28,114.6,5.04
06/14/2023 05:56:09,10.83,114.7,5.04
06/14/2023 05:56:10,10.46,114.7,5.04
06/14/2023 05:56:11,10.01,114.6,5.04
06/14/2023 05:56:12,9.59,114.2,5.04
06/14/2023 05:56:13,9.5,114.4,5.04
06/14/2023 05:56:14,9.43,114.6,5.05
06/14/2023 05:56:15,8.98,114.4,5.04
06/14/2023 05:56:16,8.62,114.6,5.05
06/14/2023 05:56:17,8.23,114.9,5.07
06/14/2023 05:56:18,7.83,114.4,5.07
06/14/2023 05:56:19,7.41,114.8,5.07
06/14/2023 05:56:20,6.92,114.8,5.1
06/14/2023 05:56:21,6.5,114.8,5.1
06/14/2023 05:56:21,5.96,115.0,5.1
